,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_roadType,linqmap_reportRating,linqmap_magvar,linqmap_reliability,update_date,x,y
9578,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:42:35.000,,תל אביב - יפו,פנחס רוזן,2,5,0,5,2022-05-17 18:53:02.685,183690.28000000023,669067.7899999991
9579,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:34:24.000,,,3 מזרח,6,5,57,10,2022-05-17 18:53:02.685,196746.1799999997,637296.0500000007
9580,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,9,2022-05-17 18:53:02.686,178853.0599999996,645047.1500000004
9581,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:07:40.000,,,20 איילון דרום,3,5,200,9,2022-05-17 18:53:02.686,181220.01999999955,666156.6699999999
9582,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:10.000,,אור יהודה,יגאל אלון,2,0,0,10,2022-05-17 18:53:02.686,186260.91999999995,659751.1099999994
9583,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:40:07.000,,גבעתיים,יצחק רבין,2,1,104,5,2022-05-17 18:53:02.686,182558.41000000012,663602.8599999994
9584,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:19:30.000,,בת ים,החרושת,2,5,295,10,2022-05-17 19:53:02.403,176613.66000000015,657966.9299999997
9585,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-16 10:33:40.000,,כפר סבא,בן גוריון,2,0,0,7,2022-05-17 19:53:02.404,191283.08999999985,675529.3599999994
9586,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:18:16.000,,,40 צפון,6,5,33,10,2022-05-17 19:53:02.404,184532.66000000012,643957.1600000001
9588,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:33:30.000,,,57 מערב,6,5,277,5,2022-05-17 19:53:02.405,191327.83000000007,692207.0099999998
9587,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-05 09:56:53.000,,רמת גן,תלפיות,1,0,0,10,2022-05-17 19:53:02.405,182329.61000000036,665960.5199999996
9590,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:43:52.000,,חולון,סוקולוב,2,5,91,5,2022-05-17 19:53:02.406,179024.53000000026,658909.7300000004
9591,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 18:24:20.000,,יהוד-מונוסון,,1,0,0,10,2022-05-17 19:53:02.406,189613.1399999997,659628.6600000001
9589,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 19:48:33.000,,תל אביב - יפו,דרך קיבוץ גלויות,2,5,108,8,2022-05-17 19:53:02.406,179171.3700000001,661710.4299999997
9594,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:25:07.000,,,"ל-4 תל אביב, אשדוד",4,5,275,5,2022-05-17 19:53:02.407,185171.73000000045,663593.8699999992
9593,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:46:52.000,,,6 דרום,3,5,171,10,2022-05-17 19:53:02.407,196276.83999999985,675849.5700000003
9592,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:41:49.000,,,444 דרום,6,5,171,10,2022-05-17 19:53:02.407,195487.0,654823.9199999999
9595,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:29:47.000,,תל אביב - יפו,דרך בגין,2,5,27,6,2022-05-17 19:53:02.408,180545.25,664909.6899999995
9596,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:27:10.000,,,"ל-אלוף שדה, הפארק הלאומי",4,5,290,5,2022-05-17 19:53:02.408,183974.4299999997,662882.5899999999
9597,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:38:57.000,,,4 צפון,3,5,17,10,2022-05-17 19:53:02.408,184604.41999999995,662856.3699999992
9598,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:47:07.000,,רמת גן,סן מרטין,1,5,56,5,2022-05-17 19:53:02.408,183380.33000000007,662243.3200000003
9599,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-18 09:27:00.000,אתר התארגנות - הקו הירוק של הרכבת הקלה,,,0,0,0,10,2022-05-17 19:53:02.409,179842.41000000015,667217.4700000007
9600,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:25:49.000,,,"ל-4 תל אביב, אשדוד",4,5,275,5,2022-05-17 19:53:02.409,185031.6399999997,663607.8200000003
9601,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:47:44.000,,,,4,5,54,5,2022-05-17 19:53:02.409,190514.6399999997,654869.7599999998
9602,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:31:56.000,,,20 איילון דרום,3,5,187,6,2022-05-17 19:53:02.412,177087.65000000037,654415.8000000007
9603,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 16:00:00.000,,בת ים,שד יוספטל,2,0,0,6,2022-05-17 19:53:02.412,176526.84999999963,658196.6999999993
9604,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:23:10.000,,בת ים,החרושת,2,5,295,5,2022-05-17 19:53:02.412,176498.13999999966,658019.4900000002
9605,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,ל- שד רבין,4,0,0,6,2022-05-17 19:53:02.412,177026.16000000015,654423.5800000001
9606,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:50:24.000,,,2 צפון,3,5,4,10,2022-05-17 19:53:02.412,187568.9000000004,691149.5999999996
9613,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 19:53:02.413,178578.91999999993,665596.5600000005
9612,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:11:37.000,,,4 צפון,3,5,0,10,2022-05-17 19:53:02.413,184072.5499999998,661195.9900000002
9611,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:39:15.000,,,20 איילון צפון,3,5,3,7,2022-05-17 19:53:02.413,180659.3899999997,664511.3800000008
9608,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,10,2022-05-17 19:53:02.413,180774.2199999997,661479.4800000004
9609,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:43:07.000,,,ל- בר אילן,4,5,37,5,2022-05-17 19:53:02.413,184467.4500000002,662352.2100000009
9607,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:31:07.000,,,,4,5,30,10,2022-05-17 19:53:02.413,185113.6500000004,663956.7100000009
9610,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 16:00:00.000,,בת ים,הרצל,2,0,0,6,2022-05-17 19:53:02.413,175881.0700000003,659144.1699999999
9614,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 23:37:39.000,,יהוד-מונוסון,,1,0,0,6,2022-05-17 19:53:02.414,190137.86000000036,659584.3200000003
9615,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:18:01.000,,,,4,5,25,8,2022-05-17 19:53:02.414,184971.28000000023,663684.6699999999
9616,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 16:00:00.000,,בת ים,הרצל,2,0,0,7,2022-05-17 19:53:02.414,175873.61000000034,659035.5199999996
9617,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:19:41.000,,,4 צפון,3,5,21,10,2022-05-17 19:53:02.415,184849.8700000001,663499.3900000006
9618,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:10.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-17 19:53:02.415,178747.04000000004,666085.1899999995
9619,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37.000,,תל אביב - יפו,הר ציון,2,0,0,10,2022-05-17 19:53:02.415,179211.83999999985,663036.8800000008
9625,WEATHERHAZARD,,2022-05-17 19:51:43.000,,,6 דרום,3,5,165,5,2022-05-17 19:53:02.417,194087.34999999963,663772.9700000007
9627,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 13:14:39.000,,יבנה,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.417,174941.16999999993,644013.75
9624,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:35:27.000,,,4 צפון,6,5,5,6,2022-05-17 19:53:02.417,191601.91000000012,695906.4399999995
9626,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:35:59.000,,,20 איילון דרום,3,5,193,5,2022-05-17 19:53:02.417,179842.24000000022,662610.4399999995
9622,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-30 17:20:25.000,,תל אביב - יפו,קפריסין,1,0,0,10,2022-05-17 19:53:02.417,182658.25999999975,669383.8599999994
9621,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:48:02.000,,,444 צפון,6,5,15,7,2022-05-17 19:53:02.417,194937.58000000007,664009.6099999994
9623,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 19:27:43.000,,,6 דרום,3,5,213,10,2022-05-17 19:53:02.417,186426.33999999985,637758.3499999996
9620,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:49:49.000,,,1 מזרח,3,2,193,5,2022-05-17 19:53:02.417,193317.09999999963,649127.2899999991
9628,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:39:33.000,,,4 צפון,3,5,17,10,2022-05-17 19:53:02.418,184631.1399999997,662939.0999999996
9629,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 05:00:00.000,חסר מידע,,,0,0,0,8,2022-05-17 19:53:02.418,178825.86000000034,665089.1799999997
9630,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:50:55.000,,,4 דרום,3,5,202,5,2022-05-17 19:53:02.418,181158.33999999985,655698.0899999999
9631,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,8,2022-05-17 19:53:02.418,179337.13999999966,644997.9700000007
9634,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,7,2022-05-17 19:53:02.419,179275.6900000004,645032.3599999994
9633,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-22 15:00:03.000,,אור יהודה,האיריס,1,0,0,10,2022-05-17 19:53:02.419,187667.66999999995,659861.0099999998
9632,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-20 09:00:02.000,,תל אביב - יפו,מוזס יהודה ונח,2,0,0,10,2022-05-17 19:53:02.419,180636.83000000007,664833.2699999996
9635,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:34:19.000,,,57 מערב,6,5,291,5,2022-05-17 19:53:02.420,196005.03000000023,691357.9199999999
9636,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-02 00:22:50.000,,חולון,,1,0,0,10,2022-05-17 19:53:02.421,179004.88999999966,658838.9399999995
9637,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:37:25.000,,,20 איילון צפון,3,5,11,10,2022-05-17 19:53:02.421,181366.7199999997,666383.8900000006
9638,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:51:35.000,,תל אביב - יפו,משה סנה,2,5,340,5,2022-05-17 19:53:02.421,183618.50999999975,669994.7899999991
9639,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:39:50.000,,,ל-דרך השלום,4,5,9,6,2022-05-17 19:53:02.421,180664.7999999998,664243.6600000001
9646,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-24 16:37:57.000,,חולון,אילת,2,0,0,10,2022-05-17 19:53:02.422,177965.59999999963,658892.7699999996
9647,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:42:11.000,,הרצליה,זבוטינסקי,2,5,10,6,2022-05-17 19:53:02.422,184161.91999999995,676068.0800000001
9645,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:48:34.000,,,1 מערב / 6 צפון,3,5,9,10,2022-05-17 19:53:02.422,193311.3200000003,648827.2300000004
9644,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:22:27.000,,בת ים,,2,5,297,6,2022-05-17 19:53:02.422,176521.09999999963,658020.4000000004
9641,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:30:25.000,,תל אביב - יפו,דרך נמיר,2,5,349,7,2022-05-17 19:53:02.422,180830.26999999955,666546.0500000007
9642,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:14:09.000,,,20 איילון דרום,3,5,219,6,2022-05-17 19:53:02.422,180790.83999999985,665011.3399999999
9640,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:43:00.000,,,2 צפון,3,5,76,6,2022-05-17 19:53:02.422,185893.76999999955,686311.5099999998
9643,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 19:53:02.422,178618.1799999997,665686.4600000009
9648,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-24 16:37:58.000,,חולון,אילת,2,0,0,8,2022-05-17 19:53:02.423,177956.8700000001,658813.6199999992
9649,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.423,177424.86000000034,662262.4000000004
9650,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:47:23.000,,,2 צפון,3,5,8,10,2022-05-17 19:53:02.423,184411.83999999985,682328.7799999993
9651,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-15 18:24:40.000,,ראשון לציון,שלמה לוי,1,0,0,10,2022-05-17 19:53:02.424,183694.99000000025,652624.1099999994
9652,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:33:42.000,,,20 איילון דרום,3,5,184,7,2022-05-17 19:53:02.424,180606.66000000012,664524.9900000002
9653,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-31 09:48:01.000,,בני ברק,פורצי כלא עכו,1,0,0,10,2022-05-17 19:53:02.424,183720.41000000012,666760.4499999993
9654,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 16:00:00.000,,בת ים,הרצל,2,0,0,6,2022-05-17 19:53:02.424,175876.00999999978,658912.0899999999
9657,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:38:08.000,,,4 דרום,3,5,222,5,2022-05-17 19:53:02.425,176246.98000000045,650277.8100000005
9655,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:10:40.000,,,4 דרום,3,5,213,9,2022-05-17 19:53:02.425,171006.0700000003,634810.4199999999
9656,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:51:42.000,,,20 איילון צפון,3,5,17,5,2022-05-17 19:53:02.425,180048.65000000037,663163.9000000004
9661,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:41:29.000,,,2 צפון,3,1,10,5,2022-05-17 19:53:02.426,187341.01999999955,689785.1600000001
9660,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:42:18.000,,,ל-4 חיפה,4,5,281,6,2022-05-17 19:53:02.426,184548.61000000036,662304.6699999999
9659,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:10.000,,אור יהודה,יגאל אלון,2,0,0,10,2022-05-17 19:53:02.426,186214.3899999997,659530.0600000005
9658,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:47:05.000,,,4 צפון,3,5,31,10,2022-05-17 19:53:02.426,189193.91000000012,675235.9700000007
9662,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-10 14:00:03.000,,תל אביב - יפו,השומרון,2,0,0,10,2022-05-17 19:53:02.427,179225.83999999985,663041.8200000003
9663,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:32:25.000,,תל אביב - יפו,אליעזר קפלן,2,5,269,5,2022-05-17 19:53:02.427,180237.4400000004,664540.4700000007
9664,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-09 18:44:06.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-17 19:53:02.427,188271.1200000001,659466.2799999993
9667,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 04:00:00.000,חסר מידע,,,0,0,0,6,2022-05-17 19:53:02.428,178825.86000000034,665089.1799999997
9668,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:16:02.000,,,,2,5,6,7,2022-05-17 19:53:02.428,184503.71,682678.7400000002
9665,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:46:53.000,,,4 דרום,3,5,178,5,2022-05-17 19:53:02.428,184049.1399999997,660930.8200000003
9666,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-12 12:09:18.000,,תל אביב - יפו,,2,0,0,10,2022-05-17 19:53:02.428,179084.16000000015,663131.1799999997
9669,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-02 21:00:00.000,,גבעתיים,טייבר,1,0,0,10,2022-05-17 19:53:02.429,181954.53000000023,664345.2400000002
9670,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,10,2022-05-17 19:53:02.429,180770.2999999998,661493.5800000001
9671,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 19:48:09.000,,,40 דרום,6,5,219,7,2022-05-17 19:53:02.429,183922.41999999995,643170.2400000002
9672,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:37:51.000,,,4 דרום,3,5,199,10,2022-05-17 19:53:02.429,175784.74000000022,649580.5999999996
9675,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-08-12 14:00:04.000,,תל אביב - יפו,בן סרוק,1,0,0,10,2022-05-17 19:53:02.430,179694.4400000004,665825.2200000007
9673,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:48:18.000,,גבעת שמואל,זבוטינסקי,2,4,12,6,2022-05-17 19:53:02.430,186009.4500000002,664037.7100000009
9674,ACCIDENT,ACCIDENT_MAJOR,2022-05-17 19:45:48.000,,מודיעין-מכבים-רעות,קיפודן,1,3,114,5,2022-05-17 19:53:02.430,201162.0,645594.6099999994
9678,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:43:25.000,,תל אביב - יפו,פרישמן,2,5,273,6,2022-05-17 19:53:02.431,178406.49000000022,665258.6600000001
9676,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:46:58.000,,,6 דרום,3,5,199,10,2022-05-17 19:53:02.431,199171.24000000025,684878.6099999994
9677,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-17 19:53:02.431,178909.51999999955,666038.7699999996
9679,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:43:04.000,,ראשון לציון,ירושלים,2,5,262,6,2022-05-17 19:53:02.432,182046.41000000012,652175.3499999996
9680,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:42:44.000,,,4 דרום,3,5,213,5,2022-05-17 19:53:02.432,171106.91999999993,634969.8300000001
9681,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,ל- שד רבין,4,0,0,10,2022-05-17 19:53:02.432,177164.01999999955,655099.2799999993
9682,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:43:27.000,,,7 מזרח,3,5,111,10,2022-05-17 19:53:02.433,179302.21999999974,634047.5899999999
9683,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:29:29.000,,,2 צפון,3,5,304,5,2022-05-17 19:53:02.433,187966.50999999975,696196.1199999992
9684,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-17 19:53:02.433,179045.6900000004,665999.7799999993
9685,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 19:46:35.000,,,,4,5,191,9,2022-05-17 19:53:02.433,194775.91000000012,663575.4199999999
9686,JAM,,2022-05-17 19:49:13.000,,,4 צפון,3,5,7,6,2022-05-17 19:53:02.434,184579.34999999963,662704.7599999998
9687,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:51:32.000,,נס ציונה,דרך הנפת הדגל,2,5,268,5,2022-05-17 19:53:02.434,181161.1200000001,647604.2699999996
9688,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 19:53:02.434,177426.34999999963,662419.4100000001
9689,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.435,177321.38999999966,661428.4299999997
9690,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.435,177366.4400000004,661908.0899999999
9691,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:38:47.000,,,4 דרום,3,5,194,5,2022-05-17 19:53:02.435,185347.9400000004,664498.5299999993
9695,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:41:15.000,,,20 איילון דרום,3,5,192,5,2022-05-17 19:53:02.436,181316.09999999963,666529.6899999995
9693,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:09.000,,אור יהודה,יגאל אלון,2,0,0,10,2022-05-17 19:53:02.436,186290.9000000004,659876.8599999994
9692,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:44:31.000,,תל אביב - יפו,הרב שלמה גורן,2,5,113,5,2022-05-17 19:53:02.436,181265.11000000036,666373.9600000009
9694,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,6,2022-05-17 19:53:02.436,179275.6900000004,645032.3599999994
9696,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-31 15:13:17.000,,רמת גן,רוקח,1,0,0,10,2022-05-17 19:53:02.437,182134.7000000002,666640.9199999999
9697,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 08:19:20.000,,אור יהודה,יגאל אלון,2,0,0,8,2022-05-17 19:53:02.437,186370.9000000004,660223.4299999997
9698,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:36:23.000,,,ל-2 חיפה,4,5,333,10,2022-05-17 19:53:02.437,181532.8700000001,672107.8599999994
9699,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:50:38.000,,,2 צפון,3,5,74,9,2022-05-17 19:53:02.438,185495.75999999975,686216.9900000002
9700,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 19:53:02.438,177434.91000000015,662363.7100000009
9701,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.438,177334.5,661514.4299999997
9702,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:40:26.000,,,4 צפון,3,3,4,10,2022-05-17 19:53:02.438,184083.51999999955,661392.5600000005
9703,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 08:18:42.000,,אור יהודה,,2,0,0,6,2022-05-17 19:53:02.439,186323.24000000025,660235.4700000007
9704,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:45:49.000,,,1 מערב,3,5,322,10,2022-05-17 19:53:02.439,195207.2199999997,643460.2300000004
9705,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 19:37:41.000,,בני ברק,אדמורי אלכסנדר,1,5,306,6,2022-05-17 19:53:02.439,184043.36000000036,666139.9000000004
9706,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.440,177347.7999999998,661625.0600000005
9709,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:40:40.000,,,38 דרום,6,5,172,10,2022-05-17 19:53:02.441,201466.58999999985,633953.3900000006
9712,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 19:46:17.000,,קריית אונו,שד אהרון קציר,2,5,160,5,2022-05-17 19:53:02.441,185574.7199999997,663414.5899999999
9711,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:44:47.000,,,40 דרום,6,5,202,9,2022-05-17 19:53:02.441,193346.53000000023,674880.3699999992
9707,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 19:53:02.441,177401.2000000002,662045.3599999994
9708,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:43:59.000,,,4 צפון,3,5,23,10,2022-05-17 19:53:02.441,184534.4299999997,662496.2300000004
9710,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 19:53:02.441,177413.54000000004,662175.6099999994
9713,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 19:53:02.442,177381.58999999985,662031.7899999991
9714,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,תל אביב - יפו,יהודית,2,0,0,10,2022-05-17 19:53:02.442,180244.75,664183.7100000009
9715,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:57.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-17 19:53:02.442,178540.1799999997,663026.1099999994
9719,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,6,2022-05-17 19:53:02.443,178698.5599999996,663005.4399999995
9716,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,10,2022-05-17 19:53:02.443,180749.91999999995,661572.5
9717,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-12 08:45:04.000,,רמת השרון,הנצח,1,0,0,6,2022-05-17 19:53:02.443,185909.0499999998,672709.9700000007
9718,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 19:41:59.000,,,4 צפון,3,5,358,10,2022-05-17 19:53:02.443,184083.91000000012,660688.0600000005
9722,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:37:07.000,,,44 דרום,6,5,118,7,2022-05-17 19:53:02.444,180259.4699999997,660082.5099999998
9723,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 19:44:11.000,,,4 צפון,3,5,28,10,2022-05-17 19:53:02.444,188567.9699999997,674171.1199999992
